Description,Location,Price (PHP),Bedrooms,Bath,Floor_area (sqm),Latitude,Longitude,Link,Location_Last_Part
"1-Bedroom Unit (3011) for Sale in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",15972000,1,1,58,14.588882,121.079016,https://www.lamudi.com.ph/1-bedroom-unit-3011-for-sale-in-maple-at-verdant-towers-ortigas-pasig-city.html,Pasig
"2-Bedroom Unit (2420) for Sale in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",26640000,2,1,89,14.588882,121.079016,https://www.lamudi.com.ph/2-bedroom-unit-2420-for-sale-in-maple-at-verdant-towers-ortigas-pasig-city.html,Pasig
"1-Bedroom Unit (S32D1) for Sale in Maven at Capitol Commons, Pasig City","Ortigas CBD, Pasig",11054400,1,1,47,14.583771,121.059675,https://www.lamudi.com.ph/1-bedroom-unit-s32d1-for-sale-in-maven-at-capitol-commons-pasig-city.html,Pasig
"1-Bedroom Unit (3414) for Sale in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",16076000,1,1,57,14.588882,121.079016,https://www.lamudi.com.ph/1-bedroom-unit-3414-for-sale-in-maple-at-verdant-towers-ortigas-pasig-city.html,Pasig
Pre-Selling 1-Bedroom Executive Unit (49.5 sqm) at The Sapphire Bloc South,"Ortigas CBD, Pasig",11200000,1,1,49,14.587518,121.062753,https://www.lamudi.com.ph/pre-selling-1-bedroom-executive-unit-49-5-sqm-at-the-sapphire-bloc-south.html,Pasig
"1-Bedroom Unit (39F) for Sale in Empress at Capitol Commons, Pasig City","Oranbo, Pasig",22153000,1,1,66,14.575822,121.064324,https://www.lamudi.com.ph/1-bedroom-unit-39f-for-sale-in-empress-at-capitol-commons-pasig-city.html,Pasig
"Pre-Selling 1BR Unit (32.02 sqm) in Acacia Escalades B, Pasig City","Manggahan, Pasig",4200000,1,1,32,14.601887,121.093698,https://www.lamudi.com.ph/pre-selling-1br-unit-32-02-sqm-in-acacia-escalades-b-pasig-city-1.html,Pasig
"1-Bedroom Unit (3206) for Sale in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",16283000,1,1,57,14.588882,121.079016,https://www.lamudi.com.ph/1-bedroom-unit-3206-for-sale-in-maple-at-verdant-towers-ortigas-pasig-city.html,Pasig
"Studio Unit (33N) for Sale in Empress at Capitol Commons, Pasig City","Oranbo, Pasig",11629000,1,1,40,14.575822,121.064324,https://www.lamudi.com.ph/studio-unit-33n-for-sale-in-empress-at-capitol-commons-pasig-city.html,Pasig
"The Glaston Tower - Office Unit, Glass Suite (27A) for Sale in Ortigas East, Pasig Ci...","Ugong, Pasig",39127000,1,1,141,14.587964,121.079045,https://www.lamudi.com.ph/the-glaston-tower-office-unit-glass-suite-27a-for-sale-in-ortigas-east-pasig-city.html,Pasig
Pre-Selling 2BR (160.17 sqm) at The Residences At The Westin Manila Sonata Place,"Ortigas CBD, Pasig",41479493,2,1,160,14.5808822,121.05885,https://www.lamudi.com.ph/pre-selling-2br-160-17-sqm-at-the-residences-at-the-westin-manila-sonata-place-1.html,Pasig
"3-Bedroom Unit (N07E) for Sale in Maven at Capitol Commons, Pasig City","Ortigas CBD, Pasig",24586800,3,2,102,14.583771,121.059675,https://www.lamudi.com.ph/3-bedroom-unit-n07e-for-sale-in-maven-at-capitol-commons-pasig-city.html,Pasig
"1-Bedroom Unit (S57C1) for Sale in Maven at Capitol Commons, Pasig City","Ortigas CBD, Pasig",11345600,1,1,48,14.583771,121.059675,https://www.lamudi.com.ph/1-bedroom-unit-s57c1-for-sale-in-maven-at-capitol-commons-pasig-city.html,Pasig
"1-Bedroom Unit (2315) for Sale in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",15627000,1,1,56,14.588882,121.079016,https://www.lamudi.com.ph/1-bedroom-unit-2315-for-sale-in-maple-at-verdant-towers-ortigas-pasig-city.html,Pasig
"3-Bedroom Unit (S03D) for Sale in Maven at Capitol Commons, Pasig City","Ortigas CBD, Pasig",22111600,3,2,98,14.583771,121.059675,https://www.lamudi.com.ph/3-bedroom-unit-s03d-for-sale-in-maven-at-capitol-commons-pasig-city.html,Pasig
"2-Bedroom Unit (4008) for Sale in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",26116000,2,1,89,14.588882,121.079016,https://www.lamudi.com.ph/2-bedroom-unit-4008-for-sale-in-maple-at-verdant-towers-ortigas-pasig-city.html,Pasig
"1-Bedroom Unit (921) for Sale in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",15162000,1,1,56,14.588882,121.079016,https://www.lamudi.com.ph/1-bedroom-unit-921-for-sale-in-maple-at-verdant-towers-ortigas-pasig-city.html,Pasig
"1-Bedroom Unit (1123) for Sale in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",16332000,1,1,58,14.588882,121.079016,https://www.lamudi.com.ph/1-bedroom-unit-1123-for-sale-in-maple-at-verdant-towers-ortigas-pasig-city.html,Pasig
"1-Bedroom Unit (1126) for Sale in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",16052000,1,1,58,14.588882,121.079016,https://www.lamudi.com.ph/1-bedroom-unit-1126-for-sale-in-maple-at-verdant-towers-ortigas-pasig-city.html,Pasig
"1-Bedroom Unit (1415) for Sale in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",15669000,1,1,58,14.588882,121.079016,https://www.lamudi.com.ph/1-bedroom-unit-1415-for-sale-in-maple-at-verdant-towers-ortigas-pasig-city.html,Pasig
"1-Bedroom Unit (1514) for Sale in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",15492000,1,1,58,14.588882,121.079016,https://www.lamudi.com.ph/1-bedroom-unit-1514-for-sale-in-maple-at-verdant-towers-ortigas-pasig-city.html,Pasig
"1-Bedroom Unit (S17D1) for Sale in Maven at Capitol Commons, Pasig City","Ortigas CBD, Pasig",10752000,1,1,46,14.583771,121.059675,https://www.lamudi.com.ph/1-bedroom-unit-s17d1-for-sale-in-maven-at-capitol-commons-pasig-city.html,Pasig
"1-Bedroom Unit (2422) for Sale in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",16462000,1,1,58,14.588882,121.079016,https://www.lamudi.com.ph/1-bedroom-unit-2422-for-sale-in-maple-at-verdant-towers-ortigas-pasig-city.html,Pasig
"2-Bedroom Unit (S51G) for Sale in Maven at Capitol Commons, Pasig City","Ortigas CBD, Pasig",17641900,2,2,74,14.583771,121.059675,https://www.lamudi.com.ph/2-bedroom-unit-s51g-for-sale-in-maven-at-capitol-commons-pasig-city.html,Pasig
"Studio Deluxe (47E) for Sale in Empress at Capitol Commons, Pasig City","Oranbo, Pasig",13323000,1,1,46,14.575822,121.064324,https://www.lamudi.com.ph/studio-deluxe-47e-for-sale-in-empress-at-capitol-commons-pasig-city.html,Pasig
"Offices at The Galleon - Prime Unit (23F) for Sale in Ortigas, Pasig","San Antonio, Pasig",37666000,1,1,108,14.588716,121.060009,https://www.lamudi.com.ph/offices-at-the-galleon-prime-unit-23f-for-sale-in-ortigas-pasig.html,Pasig
"Studio Unit (49N) for Sale in Empress at Capitol Commons, Pasig City","Oranbo, Pasig",12364000,1,1,41,14.575822,121.064324,https://www.lamudi.com.ph/studio-unit-49n-for-sale-in-empress-at-capitol-commons-pasig-city.html,Pasig
"2-Bedroom Unit (2620) for Sale in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",26748000,2,1,89,14.588882,121.079016,https://www.lamudi.com.ph/2-bedroom-unit-2620-for-sale-in-maple-at-verdant-towers-ortigas-pasig-city.html,Pasig
"1-Bedroom Unit (S41D1) for Sale in Maven at Capitol Commons, Pasig City","Ortigas CBD, Pasig",11088000,1,1,47,14.583771,121.059675,https://www.lamudi.com.ph/1-bedroom-unit-s41d1-for-sale-in-maven-at-capitol-commons-pasig-city.html,Pasig
"3-Bedroom Unit (N22 G1-G2) for Sale in Maven at Capitol Commons, Pasig City","Ortigas CBD, Pasig",24856700,3,2,102,14.583771,121.059675,https://www.lamudi.com.ph/3-bedroom-unit-n22-g1-g2-for-sale-in-maven-at-capitol-commons-pasig-city.html,Pasig
"2-Bedroom Unit (3711) for Sale in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",25686000,2,1,89,14.588882,121.079016,https://www.lamudi.com.ph/2-bedroom-unit-3711-for-sale-in-maple-at-verdant-towers-ortigas-pasig-city.html,Pasig
"3-Bedroom Unit (S05D) for Sale in Maven at Capitol Commons, Pasig City","Ortigas CBD, Pasig",22111600,3,2,98,14.583771,121.059675,https://www.lamudi.com.ph/3-bedroom-unit-s05d-for-sale-in-maven-at-capitol-commons-pasig-city.html,Pasig
"1-Bedroom Unit (N37E1) for Sale in Maven at Capitol Commons, Pasig City","Ortigas CBD, Pasig",12488000,1,1,58,14.583771,121.059675,https://www.lamudi.com.ph/1-bedroom-unit-n37e1-for-sale-in-maven-at-capitol-commons-pasig-city.html,Pasig
"1-Bedroom Unit (3306) for Sale in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",16283000,1,1,57,14.588882,121.079016,https://www.lamudi.com.ph/1-bedroom-unit-3306-for-sale-in-maple-at-verdant-towers-ortigas-pasig-city.html,Pasig
"1-Bedroom Unit (3122) for Sale in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",16602000,1,1,58,14.588882,121.079016,https://www.lamudi.com.ph/1-bedroom-unit-3122-for-sale-in-maple-at-verdant-towers-ortigas-pasig-city.html,Pasig
"1-Bedroom Unit (S33D2) for Sale in Maven at Capitol Commons, Pasig City","Ortigas CBD, Pasig",11334400,1,1,52,14.583771,121.059675,https://www.lamudi.com.ph/1-bedroom-unit-s33d2-for-sale-in-maven-at-capitol-commons-pasig-city.html,Pasig
"1-Bedroom Unit (2207) for Sale in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",15762000,1,1,56,14.588882,121.079016,https://www.lamudi.com.ph/1-bedroom-unit-2207-for-sale-in-maple-at-verdant-towers-ortigas-pasig-city.html,Pasig
"Studio (3712) for Sale in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",8365000,1,1,35,14.588882,121.079016,https://www.lamudi.com.ph/studio-3712-for-sale-in-maple-at-verdant-towers-ortigas-pasig-city.html,Pasig
"1-Bedroom Unit (1726) for Sale in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",16252000,1,1,58,14.588882,121.079016,https://www.lamudi.com.ph/1-bedroom-unit-1726-for-sale-in-maple-at-verdant-towers-ortigas-pasig-city.html,Pasig
"1-Bedroom Unit (3806) for Sale in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",16618000,1,1,57,14.588882,121.079016,https://www.lamudi.com.ph/1-bedroom-unit-3806-for-sale-in-maple-at-verdant-towers-ortigas-pasig-city.html,Pasig
"1-Bedroom Unit (2807) for Sale in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",16283000,1,1,57,14.588882,121.079016,https://www.lamudi.com.ph/1-bedroom-unit-2807-for-sale-in-maple-at-verdant-towers-ortigas-pasig-city.html,Pasig
"1-Bedroom Unit (2218) for Sale in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",15560000,1,1,53,14.588882,121.079016,https://www.lamudi.com.ph/1-bedroom-unit-2218-for-sale-in-maple-at-verdant-towers-ortigas-pasig-city.html,Pasig
"Offices at The Galleon - Prime Unit (23F) for Sale in Ortigas, Pasig","San Antonio, Pasig",37666000,1,1,108,14.588716,121.060009,https://www.lamudi.com.ph/offices-at-the-galleon-prime-unit-23f-for-sale-in-ortigas-pasig.html,Pasig
"1-Bedroom Unit (2611) for Sale in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",15902000,1,1,58,14.588882,121.079016,https://www.lamudi.com.ph/1-bedroom-unit-2611-for-sale-in-maple-at-verdant-towers-ortigas-pasig-city.html,Pasig
"Studio (2319) for Sale in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",8414000,1,1,34,14.588882,121.079016,https://www.lamudi.com.ph/studio-2319-for-sale-in-maple-at-verdant-towers-ortigas-pasig-city.html,Pasig
"1-Bedroom Unit (1410) for Sale in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",15422000,1,1,58,14.588882,121.079016,https://www.lamudi.com.ph/1-bedroom-unit-1410-for-sale-in-maple-at-verdant-towers-ortigas-pasig-city.html,Pasig
"1-Bedroom Unit (N20E1) for Sale in Maven at Capitol Commons, Pasig City","Ortigas CBD, Pasig",12196800,1,1,57,14.583771,121.059675,https://www.lamudi.com.ph/1-bedroom-unit-n20e1-for-sale-in-maven-at-capitol-commons-pasig-city.html,Pasig
"1-Bedroom Unit (8A) for Sale in Empress at Capitol Commons, Pasig City","Oranbo, Pasig",21828000,1,1,65,14.575822,121.064324,https://www.lamudi.com.ph/1-bedroom-unit-8a-for-sale-in-empress-at-capitol-commons-pasig-city.html,Pasig
"1-Bedroom Unit (3514) for Sale in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",16145000,1,1,57,14.588882,121.079016,https://www.lamudi.com.ph/1-bedroom-unit-3514-for-sale-in-maple-at-verdant-towers-ortigas-pasig-city.html,Pasig
"1-Bedroom Unit (24D) for Sale in Empress at Capitol Commons, Pasig City","Oranbo, Pasig",20577000,1,1,65,14.575822,121.064324,https://www.lamudi.com.ph/1-bedroom-unit-24d-for-sale-in-empress-at-capitol-commons-pasig-city.html,Pasig
"1-Bedroom Unit (16F) for Sale in Empress at Capitol Commons, Pasig City","Oranbo, Pasig",21737000,1,1,67,14.575822,121.064324,https://www.lamudi.com.ph/1-bedroom-unit-16f-for-sale-in-empress-at-capitol-commons-pasig-city.html,Pasig
"1-Bedroom Unit (3916) for Sale in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",16274000,1,1,57,14.588882,121.079016,https://www.lamudi.com.ph/1-bedroom-unit-3916-for-sale-in-maple-at-verdant-towers-ortigas-pasig-city.html,Pasig
"1-Bedroom Unit (36P) for Sale in Empress at Capitol Commons, Pasig City","Oranbo, Pasig",22561000,1,1,65,14.575822,121.064324,https://www.lamudi.com.ph/1-bedroom-unit-36p-for-sale-in-empress-at-capitol-commons-pasig-city.html,Pasig
"1-Bedroom Unit (3107) for Sale in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",16214000,1,1,57,14.588882,121.079016,https://www.lamudi.com.ph/1-bedroom-unit-3107-for-sale-in-maple-at-verdant-towers-ortigas-pasig-city.html,Pasig
"1-Bedroom Unit (37M) for Sale in Empress at Capitol Commons, Pasig City","Oranbo, Pasig",22863000,1,1,70,14.575822,121.064324,https://www.lamudi.com.ph/1-bedroom-unit-37m-for-sale-in-empress-at-capitol-commons-pasig-city.html,Pasig
"1-Bedroom Unit (33M) for Sale in Empress at Capitol Commons, Pasig City","Oranbo, Pasig",22061000,1,1,68,14.575822,121.064324,https://www.lamudi.com.ph/1-bedroom-unit-33m-for-sale-in-empress-at-capitol-commons-pasig-city.html,Pasig
"1-Bedroom Unit (2018) for Sale in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",15492000,1,1,53,14.588882,121.079016,https://www.lamudi.com.ph/1-bedroom-unit-2018-for-sale-in-maple-at-verdant-towers-ortigas-pasig-city.html,Pasig
"1-Bedroom Unit (S16D1) for Sale in Maven at Capitol Commons, Pasig City","Ortigas CBD, Pasig",10752000,1,1,46,14.583771,121.059675,https://www.lamudi.com.ph/1-bedroom-unit-s16d1-for-sale-in-maven-at-capitol-commons-pasig-city.html,Pasig
"1-Bedroom Unit (42J) - Residences at The Galleon (Pre-selling) in Ortigas CBD, Pasig","San Antonio, Pasig",27332000,1,1,70,14.588377,121.059897,https://www.lamudi.com.ph/1-bedroom-unit-42j-residences-at-the-galleon-pre-selling-in-ortigas-cbd-pasig.html,Pasig
The Sapphire Bloc Ortigas I 1 Bedroom for sale I for as low as 17k php / month,"Ortigas CBD, Pasig",8876973,1,1,37,14.583771,121.059675,https://www.lamudi.com.ph/the-sapphire-bloc-ortigas-i-1-bedroom-for-sale-i-for-as-low-as-17k-php-month.html,Pasig
"1-Bedroom Unit (2211) for Sale in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",15762000,1,1,58,14.588882,121.079016,https://www.lamudi.com.ph/1-bedroom-unit-2211-for-sale-in-maple-at-verdant-towers-ortigas-pasig-city.html,Pasig
"Offices at The Galleon - Prime Unit (16G) for Sale in Ortigas, Pasig","San Antonio, Pasig",27608000,1,1,82,14.588716,121.060009,https://www.lamudi.com.ph/offices-at-the-galleon-prime-unit-16g-for-sale-in-ortigas-pasig.html,Pasig
"Offices at The Galleon - Glass Unit (27E) for Sale in Ortigas, Pasig","San Antonio, Pasig",32342000,1,1,93,14.588716,121.060009,https://www.lamudi.com.ph/offices-at-the-galleon-glass-unit-27e-for-sale-in-ortigas-pasig.html,Pasig
"3-Bedroom Unit (N10C) for Sale in Maven at Capitol Commons, Pasig City","Ortigas CBD, Pasig",23982600,3,2,108,14.583771,121.059675,https://www.lamudi.com.ph/3-bedroom-unit-n10c-for-sale-in-maven-at-capitol-commons-pasig-city.html,Pasig
"2-Bedroom Unit (11E) - Residences at The Galleon (Pre-selling) in Ortigas CBD, Pasig","San Antonio, Pasig",41924000,2,2,114,14.588377,121.059897,https://www.lamudi.com.ph/2-bedroom-unit-11e-residences-at-the-galleon-pre-selling-in-ortigas-cbd-pasig.html,Pasig
"Pre-Selling 2BR Unit (54.06 sqm) in Acacia Escalades A, Pasig City","Manggahan, Pasig",5500000,2,1,54,14.601887,121.093698,https://www.lamudi.com.ph/pre-selling-2br-unit-54-06-sqm-in-acacia-escalades-a-pasig-city-1.html,Pasig
"1-Bedroom Unit (3015) for Sale in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",16007000,1,1,57,14.588882,121.079016,https://www.lamudi.com.ph/1-bedroom-unit-3015-for-sale-in-maple-at-verdant-towers-ortigas-pasig-city.html,Pasig
"1-Bedroom Unit (S60C2) for Sale in Maven at Capitol Commons, Pasig City","Ortigas CBD, Pasig",13209600,1,1,52,14.583771,121.059675,https://www.lamudi.com.ph/1-bedroom-unit-s60c2-for-sale-in-maven-at-capitol-commons-pasig-city.html,Pasig
"1-Bedroom Unit (3520) for Sale in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",16742000,1,1,58,14.588882,121.079016,https://www.lamudi.com.ph/1-bedroom-unit-3520-for-sale-in-maple-at-verdant-towers-ortigas-pasig-city.html,Pasig
"The Glaston Tower - Office Unit, Prime Unit (18L) for Sale in Ortigas East Pasig","Ugong, Pasig",27007000,1,1,100,14.587964,121.079045,https://www.lamudi.com.ph/the-glaston-tower-office-unit-prime-unit-18l-for-sale-in-ortigas-east-pasig.html,Pasig
"1-Bedroom Unit (3410) for Sale in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",16042000,1,1,58,14.588882,121.079016,https://www.lamudi.com.ph/1-bedroom-unit-3410-for-sale-in-maple-at-verdant-towers-ortigas-pasig-city.html,Pasig
Suntrust Kirana - 2-Bedroom Unit for Sale in Pasig City,"Pinagbuhatan, Pasig",5008864,2,1,37,14.555535,121.090095,https://www.lamudi.com.ph/suntrust-kirana-2-bedroom-unit-for-sale-in-pasig-city.html,Pasig
"Studio (3412) for Sale in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",8323000,1,1,35,14.588882,121.079016,https://www.lamudi.com.ph/studio-3412-for-sale-in-maple-at-verdant-towers-ortigas-pasig-city.html,Pasig
"1-Bedroom Unit (2122) for Sale in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",16322000,1,1,58,14.588882,121.079016,https://www.lamudi.com.ph/1-bedroom-unit-2122-for-sale-in-maple-at-verdant-towers-ortigas-pasig-city.html,Pasig
"1-Bedroom Unit (1405) for Sale in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",15635000,1,1,56,14.588882,121.079016,https://www.lamudi.com.ph/1-bedroom-unit-1405-for-sale-in-maple-at-verdant-towers-ortigas-pasig-city.html,Pasig
"Studio (4017) for Sale in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",8872000,1,1,35,14.588882,121.079016,https://www.lamudi.com.ph/studio-4017-for-sale-in-maple-at-verdant-towers-ortigas-pasig-city.html,Pasig
"Studio Deluxe (22E) for Sale in Empress at Capitol Commons, Pasig City","Oranbo, Pasig",12377000,1,1,45,14.575822,121.064324,https://www.lamudi.com.ph/studio-deluxe-22e-for-sale-in-empress-at-capitol-commons-pasig-city.html,Pasig
"Pre-Selling 1BR Unit (35.68 sqm) in Acacia Escalades B, Pasig City","Manggahan, Pasig",4800000,1,1,35,14.601887,121.093698,https://www.lamudi.com.ph/pre-selling-1br-unit-35-68-sqm-in-acacia-escalades-b-pasig-city-1.html,Pasig
"2-Bedroom Unit (2209) for Sale in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",24349000,2,1,89,14.588882,121.079016,https://www.lamudi.com.ph/2-bedroom-unit-2209-for-sale-in-maple-at-verdant-towers-ortigas-pasig-city.html,Pasig
"Studio (4002) for Sale in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",8999000,1,1,35,14.588882,121.079016,https://www.lamudi.com.ph/studio-4002-for-sale-in-maple-at-verdant-towers-ortigas-pasig-city.html,Pasig
"Offices at The Galleon - Prime Unit (27F) for Sale in Ortigas, Pasig","San Antonio, Pasig",38824000,1,1,111,14.588716,121.060009,https://www.lamudi.com.ph/offices-at-the-galleon-prime-unit-27f-for-sale-in-ortigas-pasig.html,Pasig
Suntrust Kirana - 2BR Unit (37.9 sqm) for Sale in Pasig City,"Pinagbuhatan, Pasig",5008864,2,1,37,14.555535,121.090095,https://www.lamudi.com.ph/suntrust-kirana-2br-unit-37-9-sqm-for-sale-in-pasig-city.html,Pasig
"Studio Deluxe (30E) for Sale in Empress at Capitol Commons, Pasig City","Oranbo, Pasig",12527000,1,1,45,14.575822,121.064324,https://www.lamudi.com.ph/studio-deluxe-30e-for-sale-in-empress-at-capitol-commons-pasig-city.html,Pasig
"1-Bedroom Unit (N27E2) for Sale in Maven at Capitol Commons, Pasig City","Ortigas CBD, Pasig",11166400,1,1,52,14.583771,121.059675,https://www.lamudi.com.ph/1-bedroom-unit-n27e2-for-sale-in-maven-at-capitol-commons-pasig-city.html,Pasig
"2-Bedroom Unit (58D) for Sale in Empress at Capitol Commons, Pasig City","Oranbo, Pasig",42394000,2,2,116,14.575822,121.064324,https://www.lamudi.com.ph/2-bedroom-unit-58d-for-sale-in-empress-at-capitol-commons-pasig-city.html,Pasig
"Studio Unit (7L) for Sale in Empress at Capitol Commons, Pasig City","Oranbo, Pasig",11376000,1,1,39,14.575822,121.064324,https://www.lamudi.com.ph/studio-unit-7l-for-sale-in-empress-at-capitol-commons-pasig-city.html,Pasig
"1-Bedroom Unit (S33D2) for Sale in Maven at Capitol Commons, Pasig City","Ortigas CBD, Pasig",11334400,1,1,52,14.583771,121.059675,https://www.lamudi.com.ph/1-bedroom-unit-s33d2-for-sale-in-maven-at-capitol-commons-pasig-city.html,Pasig
"Studio Deluxe (34E) for Sale in Empress at Capitol Commons, Pasig City","Oranbo, Pasig",12882000,1,1,46,14.575822,121.064324,https://www.lamudi.com.ph/studio-deluxe-34e-for-sale-in-empress-at-capitol-commons-pasig-city.html,Pasig
"1-Bedroom Unit (812) for Sale in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",15669000,1,1,58,14.588882,121.079016,https://www.lamudi.com.ph/1-bedroom-unit-812-for-sale-in-maple-at-verdant-towers-ortigas-pasig-city.html,Pasig
"1-Bedroom Unit (2318) for Sale in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",15627000,1,1,53,14.588882,121.079016,https://www.lamudi.com.ph/1-bedroom-unit-2318-for-sale-in-maple-at-verdant-towers-ortigas-pasig-city.html,Pasig
"1-Bedroom Unit (S43D1) for Sale in Maven at Capitol Commons, Pasig City","Ortigas CBD, Pasig",11088000,1,1,47,14.583771,121.059675,https://www.lamudi.com.ph/1-bedroom-unit-s43d1-for-sale-in-maven-at-capitol-commons-pasig-city.html,Pasig
"2-Bedroom Unit (S61G) for Sale in Maven at Capitol Commons, Pasig City","Ortigas CBD, Pasig",17799600,2,2,74,14.583771,121.059675,https://www.lamudi.com.ph/2-bedroom-unit-s61g-for-sale-in-maven-at-capitol-commons-pasig-city.html,Pasig
"The Glaston Tower - Office Unit, Prime Unit (17L) for Sale in Ortigas East Pasig","Ugong, Pasig",26699000,1,1,100,14.587964,121.079045,https://www.lamudi.com.ph/the-glaston-tower-office-unit-prime-unit-17l-for-sale-in-ortigas-east-pasig.html,Pasig
"2-Bedroom Unit (30B) for Sale in Empress at Capitol Commons, Pasig City","Oranbo, Pasig",32474000,2,2,104,14.575822,121.064324,https://www.lamudi.com.ph/2-bedroom-unit-30b-for-sale-in-empress-at-capitol-commons-pasig-city.html,Pasig
"1-Bedroom Unit (20K) for Sale in Empress at Capitol Commons, Pasig City","Oranbo, Pasig",22403000,1,1,67,14.575822,121.064324,https://www.lamudi.com.ph/1-bedroom-unit-20k-for-sale-in-empress-at-capitol-commons-pasig-city.html,Pasig
"1-Bedroom Unit (926) for Sale in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",15982000,1,1,58,14.588882,121.079016,https://www.lamudi.com.ph/1-bedroom-unit-926-for-sale-in-maple-at-verdant-towers-ortigas-pasig-city.html,Pasig
"1-Bedroom Unit (10F) for Sale in Empress at Capitol Commons, Pasig City","Oranbo, Pasig",21663000,1,1,67,14.575822,121.064324,https://www.lamudi.com.ph/1-bedroom-unit-10f-for-sale-in-empress-at-capitol-commons-pasig-city.html,Pasig
"Offices at The Galleon - Prime Unit (11I) for Sale in Ortigas, Pasig","San Antonio, Pasig",31409000,1,1,93,14.588716,121.060009,https://www.lamudi.com.ph/offices-at-the-galleon-prime-unit-11i-for-sale-in-ortigas-pasig.html,Pasig
"1-Bedroom Unit (N26G2) for Sale in Maven at Capitol Commons, Pasig City","Ortigas CBD, Pasig",11110400,1,1,44,14.583771,121.059675,https://www.lamudi.com.ph/1-bedroom-unit-n26g2-for-sale-in-maven-at-capitol-commons-pasig-city.html,Pasig
"Offices at The Galleon - Prime Unit (21G) for Sale in Ortigas, Pasig","San Antonio, Pasig",27934000,1,1,82,14.588716,121.060009,https://www.lamudi.com.ph/offices-at-the-galleon-prime-unit-21g-for-sale-in-ortigas-pasig.html,Pasig
"Penthouse Unit (54C) - Residences at The Galleon (Pre-selling) in Ortigas CBD, Pasig","San Antonio, Pasig",111512000,4,4,268,14.588377,121.059897,https://www.lamudi.com.ph/penthouse-unit-54c-residences-at-the-galleon-pre-selling-in-ortigas-cbd-pasig.html,Pasig
"1-Bedroom Unit (S24D2) for Sale in Maven at Capitol Commons, Pasig City","Ortigas CBD, Pasig",11300800,1,1,52,14.583771,121.059675,https://www.lamudi.com.ph/1-bedroom-unit-s24d2-for-sale-in-maven-at-capitol-commons-pasig-city.html,Pasig
"2-Bedroom Unit (2912) for Sale in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",25471000,2,1,89,14.588882,121.079016,https://www.lamudi.com.ph/2-bedroom-unit-2912-for-sale-in-maple-at-verdant-towers-ortigas-pasig-city.html,Pasig
"Studio (3817) for Sale in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",8957000,1,1,35,14.588882,121.079016,https://www.lamudi.com.ph/studio-3817-for-sale-in-maple-at-verdant-towers-ortigas-pasig-city.html,Pasig
